DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER
Sunday,August,0.0,12.0,7.0,0.0,8.0,16.0,1.0,32.0,35.0
Monday,August,0.0,6.0,14.0,0.0,8.0,9.0,1.0,30.0,38.0
Tuesday,August,0.0,4.0,14.0,1.0,9.0,10.0,2.0,24.0,29.0
Wednesday,August,1.0,8.0,9.0,0.0,5.0,15.0,2.0,19.0,40.0
Thursday,August,0.0,6.0,14.0,0.0,11.0,14.0,0.0,26.0,29.0
Friday,August,0.0,11.0,13.0,0.0,11.0,17.0,1.0,39.0,42.0
Saturday,August,1.0,7.0,11.0,0.0,6.0,10.0,2.0,32.0,41.0
Sunday,August,0.0,7.0,9.0,0.0,3.0,11.0,1.0,41.0,26.0
Monday,August,0.0,4.0,14.0,0.0,10.0,10.0,0.0,19.0,32.0
Tuesday,August,0.0,11.0,12.0,0.0,10.0,18.0,1.0,22.0,36.0
Wednesday,August,0.0,8.0,15.0,1.0,5.0,12.0,0.0,21.0,33.0
Thursday,August,0.0,11.0,13.0,1.0,9.0,10.0,1.0,35.0,42.0
Friday,August,0.0,10.0,16.0,0.0,5.0,8.0,2.0,31.0,40.0
Saturday,August,0.0,9.0,10.0,0.0,10.0,16.0,0.0,36.0,35.0
Sunday,August,0.0,6.0,7.0,0.0,11.0,17.0,0.0,35.0,27.0
Monday,August,1.0,11.0,17.0,0.0,5.0,13.0,1.0,17.0,38.0
Tuesday,August,0.0,9.0,13.0,0.0,8.0,16.0,1.0,25.0,35.0
Wednesday,August,0.0,10.0,12.0,0.0,11.0,13.0,0.0,24.0,30.0
Thursday,August,0.0,2.0,19.0,0.0,9.0,16.0,0.0,37.0,41.0
Friday,August,0.0,5.0,25.0,0.0,6.0,15.0,1.0,28.0,45.0
Saturday,September,0.0,17.0,8.0,0.0,8.0,16.0,2.0,24.0,34.0
Sunday,September,0.0,13.0,3.0,1.0,15.0,11.0,1.0,28.0,24.0
Monday,September,0.0,9.0,9.0,0.0,9.0,9.0,2.0,28.0,29.0
Tuesday,September,0.0,11.0,9.0,0.0,10.0,6.0,3.0,26.0,30.0
Wednesday,September,0.0,7.0,9.0,0.0,7.0,7.0,3.0,28.0,42.0
Thursday,September,0.0,5.0,10.0,0.0,8.0,10.0,1.0,24.0,34.0
Friday,September,0.0,4.0,15.0,0.0,9.0,10.0,1.0,27.0,42.0
Saturday,September,0.0,5.0,11.0,0.0,10.0,14.0,1.0,27.0,36.0
Sunday,September,0.0,6.0,4.0,0.0,9.0,17.0,1.0,18.0,28.0
Monday,September,0.0,5.0,16.0,0.0,7.0,12.0,1.0,20.0,32.0
Tuesday,September,0.0,7.0,15.0,0.0,6.0,11.0,0.0,24.0,36.0
Wednesday,September,0.0,7.0,17.0,0.0,5.0,15.0,1.0,23.0,38.0
Thursday,September,0.0,11.0,13.0,2.0,9.0,11.0,1.0,20.0,36.0
Friday,September,0.0,9.0,8.0,0.0,11.0,6.0,0.0,25.0,34.0
Saturday,September,0.0,11.0,15.0,0.0,9.0,19.0,4.0,35.0,37.0
Sunday,September,0.0,2.0,11.0,0.0,8.0,7.0,1.0,29.0,28.0
Monday,September,0.0,5.0,9.0,0.0,6.0,13.0,1.0,20.0,48.0
Tuesday,September,1.0,11.0,11.0,1.0,4.0,7.0,2.0,36.0,33.0
Wednesday,September,0.0,8.0,30.0,0.0,6.0,11.0,0.0,22.0,35.0
Thursday,September,0.0,5.0,9.0,0.0,8.0,8.0,0.0,30.0,46.0
Friday,September,0.0,8.0,12.0,1.0,7.0,9.0,0.0,22.0,59.0
Saturday,September,0.0,6.0,12.0,0.0,6.0,18.0,1.0,29.0,33.0
Sunday,September,0.0,5.0,7.0,0.0,10.0,17.0,2.0,24.0,34.0
Monday,September,0.0,7.0,11.0,0.0,7.0,15.0,1.0,40.0,32.0
Tuesday,September,0.0,9.0,14.0,1.0,3.0,13.0,0.0,31.0,37.0
Wednesday,September,0.0,4.0,17.0,0.0,7.0,14.0,0.0,25.0,41.0
Thursday,September,0.0,5.0,5.0,1.0,4.0,10.0,1.0,22.0,34.0
Friday,September,0.0,5.0,13.0,0.0,10.0,7.0,0.0,33.0,61.0
Saturday,September,0.0,11.0,9.0,0.0,8.0,16.0,0.0,40.0,39.0
Sunday,September,0.0,9.0,8.0,1.0,17.0,11.0,2.0,25.0,26.0
Monday,October,0.0,10.0,19.0,0.0,12.0,9.0,1.0,26.0,45.0
Tuesday,October,1.0,4.0,10.0,1.0,9.0,14.0,1.0,20.0,38.0
Wednesday,October,0.0,6.0,15.0,0.0,8.0,10.0,1.0,29.0,45.0
Thursday,October,0.0,4.0,11.0,0.0,5.0,12.0,0.0,31.0,29.0
Friday,October,0.0,7.0,12.0,0.0,10.0,17.0,1.0,30.0,50.0
Saturday,October,0.0,13.0,12.0,0.0,6.0,14.0,0.0,36.0,42.0
Sunday,October,0.0,8.0,6.0,0.0,7.0,9.0,0.0,21.0,22.0
Monday,October,0.0,6.0,4.0,0.0,11.0,14.0,1.0,23.0,35.0
Tuesday,October,0.0,3.0,16.0,0.0,5.0,10.0,0.0,25.0,35.0
Wednesday,October,0.0,4.0,17.0,1.0,9.0,8.0,0.0,25.0,45.0
Thursday,October,0.0,1.0,19.0,0.0,9.0,9.0,1.0,30.0,37.0
Friday,October,0.0,12.0,16.0,0.0,10.0,9.0,0.0,30.0,37.0
Saturday,October,1.0,8.0,6.0,0.0,14.0,13.0,0.0,44.0,28.0
Sunday,October,0.0,10.0,5.0,0.0,18.0,18.0,2.0,29.0,25.0
Monday,October,0.0,5.0,12.0,0.0,7.0,20.0,0.0,39.0,39.0
Tuesday,October,0.0,7.0,15.0,0.0,9.0,12.0,1.0,23.0,42.0
Wednesday,October,0.0,4.0,6.0,0.0,7.0,15.0,1.0,28.0,38.0
Thursday,October,0.0,3.0,14.0,1.0,4.0,14.0,0.0,27.0,37.0
Friday,October,0.0,5.0,13.0,0.0,5.0,19.0,1.0,33.0,41.0
Saturday,October,0.0,4.0,8.0,0.0,10.0,24.0,1.0,43.0,46.0
Sunday,October,0.0,8.0,8.0,0.0,12.0,18.0,3.0,30.0,27.0
Monday,October,0.0,4.0,15.0,1.0,15.0,10.0,1.0,28.0,35.0
Tuesday,October,0.0,9.0,13.0,0.0,9.0,15.0,1.0,25.0,41.0
Wednesday,October,1.0,11.0,14.0,0.0,14.0,7.0,0.0,25.0,55.0
Thursday,October,0.0,3.0,10.0,1.0,5.0,11.0,0.0,22.0,33.0
Friday,October,0.0,9.0,18.0,0.0,13.0,10.0,1.0,17.0,39.0
Saturday,October,0.0,8.0,11.0,1.0,5.0,20.0,1.0,34.0,40.0
Sunday,October,0.0,7.0,11.0,0.0,7.0,17.0,0.0,30.0,28.0
Monday,October,0.0,4.0,6.0,0.0,9.0,1.0,0.0,11.0,14.0
Tuesday,October,1.0,6.0,2.0,0.0,8.0,6.0,1.0,10.0,24.0
Wednesday,October,1.0,10.0,17.0,1.0,8.0,16.0,1.0,25.0,40.0
Thursday,November,1.0,6.0,6.0,0.0,6.0,12.0,0.0,11.0,31.0
Friday,November,0.0,4.0,13.0,0.0,12.0,7.0,3.0,24.0,33.0
Saturday,November,0.0,3.0,10.0,0.0,8.0,6.0,1.0,39.0,32.0
Sunday,November,0.0,4.0,5.0,1.0,8.0,10.0,1.0,24.0,23.0
Monday,November,0.0,2.0,8.0,0.0,7.0,6.0,1.0,39.0,25.0
Tuesday,November,0.0,2.0,11.0,0.0,4.0,12.0,0.0,40.0,25.0
Wednesday,November,0.0,4.0,13.0,1.0,7.0,11.0,1.0,28.0,39.0
Thursday,November,0.0,3.0,11.0,0.0,8.0,12.0,0.0,24.0,36.0
Friday,November,0.0,3.0,9.0,0.0,12.0,13.0,0.0,37.0,47.0
Saturday,November,0.0,6.0,8.0,0.0,11.0,14.0,5.0,30.0,32.0
Sunday,November,0.0,5.0,7.0,0.0,11.0,9.0,3.0,32.0,33.0
Monday,November,0.0,3.0,6.0,0.0,7.0,14.0,2.0,30.0,23.0
Tuesday,November,1.0,7.0,12.0,0.0,6.0,19.0,1.0,39.0,31.0
Wednesday,November,0.0,4.0,14.0,0.0,13.0,13.0,0.0,35.0,27.0
Thursday,November,0.0,8.0,12.0,0.0,6.0,9.0,1.0,27.0,34.0
Friday,November,0.0,3.0,16.0,0.0,13.0,8.0,0.0,34.0,31.0
Saturday,November,0.0,6.0,9.0,1.0,13.0,15.0,2.0,37.0,34.0
Sunday,November,0.0,8.0,4.0,0.0,12.0,10.0,0.0,32.0,26.0
Monday,November,0.0,4.0,9.0,0.0,8.0,14.0,0.0,34.0,41.0
Tuesday,November,0.0,7.0,16.0,0.0,9.0,11.0,0.0,31.0,21.0
Wednesday,November,0.0,6.0,20.0,0.0,10.0,10.0,0.0,21.0,31.0
Thursday,November,0.0,4.0,10.0,0.0,9.0,7.0,0.0,22.0,15.0
Friday,November,0.0,6.0,12.0,0.0,11.0,13.0,0.0,28.0,26.0
Saturday,November,0.0,10.0,11.0,0.0,6.0,13.0,0.0,42.0,21.0
Sunday,November,0.0,5.0,2.0,0.0,8.0,8.0,1.0,24.0,33.0
Monday,November,0.0,7.0,17.0,0.0,10.0,15.0,1.0,25.0,35.0
Tuesday,November,0.0,3.0,12.0,0.0,5.0,17.0,0.0,31.0,30.0
Wednesday,November,0.0,5.0,9.0,0.0,6.0,17.0,0.0,17.0,37.0
Thursday,November,0.0,2.0,15.0,0.0,3.0,5.0,0.0,18.0,32.0
Friday,November,1.0,3.0,15.0,0.0,10.0,6.0,0.0,30.0,46.0
Saturday,December,0.0,13.0,8.0,0.0,4.0,20.0,1.0,30.0,40.0
Sunday,December,0.0,5.0,5.0,0.0,7.0,5.0,0.0,26.0,23.0
Monday,December,0.0,4.0,12.0,0.0,5.0,12.0,0.0,19.0,27.0
Tuesday,December,0.0,11.0,5.0,0.0,3.0,23.0,3.0,26.0,45.0
Wednesday,December,0.0,3.0,13.0,0.0,11.0,18.0,0.0,35.0,33.0
Thursday,December,1.0,4.0,12.0,1.0,6.0,5.0,0.0,21.0,30.0
Friday,December,0.0,9.0,16.0,0.0,12.0,8.0,0.0,38.0,35.0
Saturday,December,0.0,4.0,6.0,0.0,20.0,6.0,4.0,29.0,46.0
Sunday,December,0.0,7.0,9.0,1.0,8.0,17.0,0.0,35.0,20.0
Monday,December,0.0,2.0,12.0,0.0,7.0,25.0,1.0,42.0,32.0
Tuesday,December,0.0,7.0,11.0,0.0,9.0,10.0,0.0,22.0,29.0
Wednesday,December,0.0,7.0,14.0,0.0,5.0,14.0,0.0,20.0,33.0
Thursday,December,0.0,6.0,14.0,0.0,8.0,13.0,1.0,29.0,34.0
Friday,December,0.0,6.0,15.0,0.0,11.0,17.0,0.0,33.0,44.0
Saturday,December,1.0,9.0,7.0,0.0,13.0,17.0,1.0,44.0,46.0
Sunday,December,0.0,13.0,2.0,1.0,8.0,13.0,0.0,31.0,35.0
Monday,December,0.0,4.0,19.0,1.0,10.0,15.0,0.0,27.0,38.0
Tuesday,December,0.0,3.0,16.0,0.0,9.0,20.0,0.0,20.0,35.0
Wednesday,December,0.0,7.0,13.0,0.0,6.0,12.0,0.0,26.0,39.0
Thursday,December,0.0,6.0,12.0,1.0,5.0,17.0,0.0,34.0,48.0
Friday,December,0.0,7.0,20.0,0.0,4.0,8.0,0.0,24.0,44.0
Saturday,December,0.0,10.0,10.0,2.0,6.0,22.0,0.0,27.0,30.0
Sunday,December,0.0,5.0,7.0,0.0,10.0,9.0,0.0,23.0,19.0
Monday,December,0.0,4.0,16.0,1.0,4.0,17.0,0.0,21.0,24.0
Tuesday,December,0.0,2.0,13.0,0.0,6.0,9.0,1.0,17.0,12.0
Wednesday,December,1.0,8.0,12.0,0.0,5.0,15.0,0.0,14.0,20.0
Thursday,December,0.0,0.0,4.0,0.0,6.0,11.0,2.0,19.0,26.0
Friday,December,0.0,6.0,15.0,0.0,5.0,9.0,0.0,28.0,30.0
Saturday,December,0.0,4.0,8.0,1.0,8.0,14.0,1.0,18.0,29.0
Sunday,December,0.0,4.0,6.0,1.0,15.0,11.0,0.0,21.0,19.0
Monday,December,0.0,5.0,6.0,0.0,9.0,8.0,0.0,22.0,24.0
Tuesday,January,1.0,9.0,9.0,0.0,5.0,8.0,3.0,17.0,24.0
Wednesday,January,0.0,3.0,9.0,0.0,5.0,4.0,0.0,21.0,28.0
Thursday,January,0.0,3.0,5.0,0.0,5.0,8.0,0.0,17.0,29.0
Friday,January,0.0,8.0,11.0,0.0,11.0,16.0,0.0,23.0,35.0
Saturday,January,0.0,10.0,6.0,0.0,12.0,19.0,0.0,19.0,34.0
Sunday,January,0.0,8.0,2.0,0.0,6.0,17.0,0.0,25.0,15.0
Monday,January,1.0,3.0,13.0,0.0,4.0,11.0,0.0,20.0,32.0
Tuesday,January,0.0,1.0,12.0,0.0,5.0,10.0,0.0,22.0,34.0
Wednesday,January,0.0,4.0,7.0,0.0,2.0,6.0,0.0,32.0,30.0
Thursday,January,0.0,3.0,9.0,1.0,7.0,10.0,1.0,27.0,42.0
Friday,January,0.0,7.0,11.0,0.0,9.0,18.0,1.0,34.0,42.0
Saturday,January,0.0,4.0,9.0,0.0,9.0,11.0,0.0,26.0,28.0
Sunday,January,0.0,5.0,7.0,0.0,5.0,15.0,0.0,29.0,23.0
Monday,January,0.0,3.0,11.0,1.0,7.0,18.0,1.0,23.0,37.0
Tuesday,January,0.0,8.0,12.0,0.0,5.0,16.0,0.0,26.0,25.0
Wednesday,January,0.0,1.0,8.0,0.0,1.0,5.0,1.0,17.0,22.0
Thursday,January,0.0,6.0,9.0,1.0,8.0,12.0,0.0,26.0,27.0
Friday,January,0.0,5.0,11.0,0.0,9.0,17.0,0.0,16.0,33.0
Saturday,January,0.0,5.0,5.0,1.0,8.0,17.0,2.0,29.0,33.0
Sunday,January,0.0,8.0,5.0,0.0,17.0,22.0,0.0,24.0,35.0
Monday,January,0.0,2.0,7.0,0.0,12.0,17.0,1.0,32.0,37.0
Tuesday,January,0.0,10.0,8.0,0.0,9.0,7.0,1.0,22.0,23.0
Wednesday,January,0.0,3.0,8.0,0.0,11.0,20.0,1.0,14.0,32.0
Thursday,January,0.0,4.0,11.0,0.0,12.0,9.0,0.0,24.0,35.0
Friday,January,0.0,3.0,6.0,1.0,8.0,13.0,0.0,21.0,28.0
Saturday,January,0.0,7.0,7.0,0.0,6.0,7.0,0.0,29.0,31.0
Sunday,January,0.0,7.0,8.0,0.0,6.0,16.0,0.0,32.0,30.0
Monday,January,0.0,4.0,17.0,0.0,5.0,10.0,0.0,22.0,30.0
Tuesday,January,0.0,7.0,7.0,0.0,8.0,9.0,3.0,28.0,27.0
Wednesday,January,0.0,5.0,8.0,0.0,7.0,12.0,0.0,28.0,29.0
Thursday,January,0.0,6.0,2.0,0.0,6.0,13.0,1.0,25.0,34.0
Friday,February,0.0,9.0,6.0,0.0,10.0,15.0,2.0,20.0,35.0
Saturday,February,1.0,6.0,2.0,1.0,7.0,11.0,1.0,27.0,39.0
Sunday,February,1.0,10.0,7.0,0.0,3.0,10.0,0.0,25.0,16.0
Monday,February,0.0,5.0,14.0,0.0,5.0,12.0,0.0,29.0,23.0
Tuesday,February,0.0,1.0,5.0,0.0,7.0,9.0,0.0,26.0,29.0
Wednesday,February,0.0,6.0,7.0,0.0,12.0,11.0,2.0,19.0,24.0
Thursday,February,0.0,2.0,10.0,0.0,8.0,15.0,1.0,19.0,23.0
Friday,February,0.0,7.0,11.0,0.0,10.0,13.0,1.0,35.0,39.0
Saturday,February,0.0,5.0,5.0,0.0,6.0,2.0,1.0,29.0,32.0
Sunday,February,0.0,7.0,4.0,1.0,2.0,9.0,1.0,19.0,31.0
Monday,February,0.0,7.0,11.0,0.0,3.0,11.0,0.0,16.0,31.0
Tuesday,February,1.0,7.0,12.0,0.0,10.0,9.0,1.0,20.0,24.0
Wednesday,February,0.0,3.0,9.0,0.0,11.0,7.0,0.0,24.0,33.0
Thursday,February,0.0,5.0,12.0,0.0,1.0,13.0,2.0,26.0,27.0
Friday,February,0.0,9.0,6.0,0.0,7.0,8.0,0.0,14.0,34.0
Saturday,February,0.0,6.0,1.0,0.0,8.0,6.0,0.0,24.0,30.0
Sunday,February,0.0,5.0,3.0,1.0,3.0,7.0,0.0,25.0,19.0
Monday,February,0.0,4.0,3.0,0.0,3.0,8.0,0.0,26.0,19.0
Tuesday,February,0.0,8.0,4.0,0.0,5.0,12.0,0.0,24.0,23.0
Wednesday,February,0.0,6.0,3.0,0.0,5.0,7.0,1.0,21.0,27.0
Thursday,February,0.0,7.0,6.0,0.0,3.0,5.0,0.0,24.0,24.0
Friday,February,0.0,3.0,3.0,0.0,11.0,7.0,0.0,31.0,28.0
Saturday,February,0.0,11.0,6.0,2.0,8.0,6.0,0.0,30.0,19.0
Sunday,February,0.0,1.0,3.0,1.0,9.0,14.0,0.0,24.0,24.0
Monday,February,1.0,6.0,4.0,0.0,4.0,11.0,1.0,22.0,31.0
Tuesday,February,0.0,5.0,6.0,0.0,7.0,6.0,0.0,16.0,24.0
Wednesday,February,0.0,5.0,9.0,0.0,3.0,3.0,1.0,19.0,22.0
Thursday,February,0.0,2.0,11.0,0.0,4.0,8.0,4.0,30.0,27.0
Friday,March,0.0,6.0,20.0,0.0,6.0,7.0,0.0,24.0,46.0
Saturday,March,0.0,3.0,5.0,0.0,6.0,13.0,1.0,18.0,38.0
Sunday,March,0.0,4.0,2.0,0.0,4.0,7.0,2.0,21.0,15.0
Monday,March,0.0,5.0,12.0,0.0,3.0,4.0,1.0,23.0,20.0
Tuesday,March,0.0,2.0,5.0,0.0,6.0,10.0,0.0,21.0,39.0
Wednesday,March,0.0,4.0,3.0,0.0,3.0,5.0,1.0,23.0,24.0
Thursday,March,0.0,4.0,10.0,0.0,5.0,12.0,1.0,32.0,44.0
Friday,March,0.0,4.0,3.0,1.0,3.0,5.0,1.0,38.0,35.0
Saturday,March,0.0,7.0,3.0,0.0,6.0,12.0,0.0,25.0,41.0
Sunday,March,0.0,10.0,4.0,0.0,8.0,5.0,1.0,28.0,36.0
Monday,March,0.0,5.0,14.0,0.0,6.0,8.0,1.0,26.0,25.0
Tuesday,March,0.0,3.0,3.0,0.0,5.0,5.0,1.0,25.0,23.0
Wednesday,March,0.0,5.0,4.0,0.0,8.0,7.0,1.0,22.0,25.0
Thursday,March,0.0,6.0,6.0,1.0,4.0,15.0,0.0,27.0,28.0
Friday,March,0.0,8.0,12.0,0.0,10.0,7.0,0.0,31.0,31.0
Saturday,March,0.0,6.0,6.0,0.0,11.0,9.0,1.0,27.0,34.0
Sunday,March,0.0,8.0,6.0,0.0,4.0,11.0,0.0,27.0,32.0
Monday,March,1.0,4.0,5.0,0.0,5.0,7.0,0.0,19.0,28.0
Tuesday,March,0.0,7.0,8.0,0.0,8.0,4.0,0.0,26.0,40.0
Wednesday,March,0.0,4.0,5.0,0.0,4.0,11.0,2.0,22.0,28.0
Thursday,March,1.0,11.0,5.0,1.0,3.0,5.0,0.0,24.0,26.0
Friday,March,0.0,4.0,5.0,0.0,5.0,7.0,0.0,22.0,22.0
Saturday,March,0.0,12.0,11.0,0.0,9.0,10.0,1.0,35.0,31.0
Sunday,March,0.0,3.0,3.0,0.0,8.0,8.0,0.0,22.0,26.0
Monday,March,0.0,5.0,9.0,0.0,10.0,13.0,1.0,32.0,27.0
Tuesday,March,0.0,8.0,6.0,0.0,12.0,5.0,1.0,19.0,27.0
Wednesday,March,0.0,6.0,6.0,0.0,6.0,4.0,0.0,47.0,33.0
Thursday,March,0.0,6.0,5.0,1.0,6.0,5.0,1.0,31.0,32.0
Friday,March,1.0,2.0,7.0,0.0,7.0,7.0,0.0,23.0,40.0
Saturday,March,0.0,6.0,8.0,1.0,3.0,8.0,1.0,26.0,44.0
Sunday,March,0.0,5.0,2.0,0.0,8.0,6.0,1.0,35.0,19.0
Monday,April,0.0,7.0,5.0,0.0,5.0,14.0,0.0,12.0,34.0
Tuesday,April,0.0,4.0,11.0,0.0,8.0,4.0,0.0,23.0,29.0
Wednesday,April,0.0,7.0,4.0,0.0,4.0,10.0,0.0,21.0,29.0
Thursday,April,0.0,4.0,8.0,0.0,8.0,10.0,1.0,27.0,24.0
Friday,April,1.0,3.0,12.0,0.0,8.0,6.0,0.0,32.0,33.0
Saturday,April,1.0,5.0,3.0,0.0,10.0,10.0,0.0,27.0,34.0
Sunday,April,0.0,5.0,3.0,1.0,7.0,12.0,0.0,24.0,25.0
Monday,April,0.0,3.0,4.0,0.0,4.0,12.0,2.0,16.0,29.0
Tuesday,April,0.0,9.0,6.0,0.0,0.0,10.0,0.0,20.0,20.0
Wednesday,April,2.0,7.0,6.0,0.0,7.0,9.0,1.0,24.0,31.0
Thursday,April,0.0,8.0,7.0,0.0,2.0,8.0,2.0,23.0,36.0
Friday,April,0.0,6.0,9.0,1.0,11.0,10.0,1.0,32.0,34.0
Saturday,April,0.0,11.0,2.0,0.0,7.0,9.0,2.0,23.0,41.0
Sunday,April,0.0,10.0,5.0,0.0,5.0,11.0,1.0,26.0,39.0
Monday,April,0.0,8.0,18.0,0.0,9.0,19.0,0.0,23.0,29.0
Tuesday,April,0.0,9.0,8.0,0.0,8.0,8.0,0.0,22.0,37.0
Wednesday,April,0.0,7.0,7.0,0.0,6.0,16.0,3.0,26.0,33.0
Thursday,April,0.0,3.0,10.0,0.0,6.0,7.0,0.0,28.0,26.0
Friday,April,0.0,4.0,12.0,0.0,7.0,9.0,1.0,22.0,36.0
Saturday,April,0.0,8.0,7.0,0.0,9.0,11.0,0.0,24.0,37.0
Sunday,April,0.0,5.0,8.0,0.0,8.0,7.0,0.0,30.0,30.0
Monday,April,0.0,6.0,6.0,0.0,7.0,13.0,0.0,25.0,37.0
Tuesday,April,0.0,6.0,8.0,1.0,11.0,12.0,1.0,29.0,32.0
Wednesday,April,0.0,7.0,2.0,0.0,11.0,14.0,0.0,32.0,28.0
Thursday,April,0.0,6.0,9.0,0.0,4.0,11.0,0.0,18.0,32.0
Friday,April,0.0,7.0,10.0,0.0,2.0,12.0,0.0,23.0,48.0
Saturday,April,0.0,10.0,12.0,0.0,14.0,12.0,1.0,27.0,35.0
Sunday,April,0.0,10.0,6.0,0.0,6.0,22.0,1.0,34.0,34.0
Monday,April,0.0,6.0,15.0,0.0,14.0,10.0,1.0,25.0,32.0
Tuesday,April,0.0,0.0,8.0,0.0,7.0,9.0,0.0,25.0,44.0
Wednesday,May,0.0,1.0,10.0,0.0,10.0,16.0,0.0,18.0,36.0
Thursday,May,0.0,4.0,9.0,0.0,3.0,10.0,1.0,31.0,40.0
Friday,May,0.0,4.0,6.0,0.0,10.0,14.0,0.0,24.0,38.0
Saturday,May,0.0,7.0,10.0,0.0,6.0,17.0,2.0,28.0,33.0
Sunday,May,0.0,12.0,9.0,2.0,6.0,11.0,0.0,33.0,36.0
Monday,May,0.0,9.0,7.0,0.0,6.0,12.0,1.0,21.0,43.0
Tuesday,May,0.0,2.0,2.0,0.0,5.0,7.0,1.0,21.0,32.0
Wednesday,May,0.0,7.0,6.0,0.0,4.0,6.0,0.0,21.0,32.0
Thursday,May,0.0,11.0,7.0,0.0,12.0,12.0,0.0,20.0,37.0
Friday,May,0.0,6.0,15.0,0.0,7.0,9.0,1.0,24.0,50.0
Saturday,May,0.0,7.0,5.0,0.0,5.0,16.0,1.0,31.0,36.0
Sunday,May,0.0,7.0,9.0,0.0,10.0,11.0,1.0,17.0,28.0
Monday,May,0.0,2.0,17.0,0.0,3.0,11.0,2.0,22.0,31.0
Tuesday,May,0.0,4.0,10.0,0.0,7.0,7.0,0.0,38.0,28.0
Wednesday,May,0.0,7.0,10.0,0.0,6.0,12.0,0.0,21.0,44.0
Thursday,May,0.0,10.0,9.0,1.0,8.0,12.0,2.0,28.0,36.0
Friday,May,0.0,7.0,9.0,0.0,9.0,16.0,0.0,32.0,29.0
Saturday,May,0.0,18.0,8.0,1.0,8.0,16.0,1.0,40.0,47.0
Sunday,May,0.0,7.0,6.0,0.0,9.0,13.0,1.0,23.0,33.0
Monday,May,0.0,7.0,19.0,0.0,11.0,16.0,0.0,28.0,33.0
Tuesday,May,0.0,9.0,8.0,0.0,9.0,11.0,0.0,28.0,39.0
Wednesday,May,1.0,6.0,16.0,0.0,9.0,12.0,2.0,23.0,36.0
Thursday,May,0.0,9.0,12.0,0.0,8.0,10.0,0.0,27.0,39.0
Friday,May,0.0,5.0,13.0,0.0,6.0,18.0,2.0,49.0,40.0
Saturday,May,0.0,7.0,7.0,0.0,8.0,14.0,2.0,21.0,42.0
Sunday,May,0.0,9.0,10.0,0.0,11.0,12.0,0.0,31.0,48.0
Monday,May,0.0,10.0,10.0,1.0,6.0,8.0,0.0,28.0,44.0
Tuesday,May,1.0,5.0,7.0,0.0,8.0,13.0,0.0,29.0,43.0
Wednesday,May,0.0,7.0,6.0,1.0,5.0,10.0,2.0,28.0,51.0
Thursday,May,0.0,7.0,8.0,0.0,4.0,11.0,2.0,26.0,52.0
Friday,May,0.0,4.0,13.0,0.0,1.0,12.0,2.0,20.0,47.0
Saturday,June,1.0,13.0,8.0,1.0,9.0,13.0,2.0,31.0,41.0
Sunday,June,0.0,11.0,4.0,0.0,9.0,12.0,2.0,39.0,38.0
Monday,June,0.0,12.0,6.0,1.0,12.0,10.0,1.0,28.0,43.0
Tuesday,June,0.0,4.0,10.0,1.0,8.0,8.0,1.0,18.0,32.0
Wednesday,June,1.0,6.0,5.0,1.0,6.0,4.0,2.0,21.0,36.0
Thursday,June,0.0,6.0,6.0,1.0,8.0,5.0,0.0,21.0,39.0
Friday,June,0.0,5.0,8.0,0.0,9.0,7.0,0.0,35.0,29.0
Saturday,June,0.0,9.0,9.0,0.0,6.0,18.0,0.0,21.0,40.0
Sunday,June,1.0,7.0,6.0,0.0,10.0,14.0,1.0,21.0,34.0
Monday,June,0.0,6.0,13.0,0.0,6.0,13.0,0.0,30.0,37.0
Tuesday,June,1.0,10.0,9.0,1.0,2.0,7.0,1.0,15.0,35.0
Wednesday,June,0.0,12.0,14.0,0.0,6.0,8.0,1.0,28.0,51.0
Thursday,June,0.0,6.0,6.0,0.0,4.0,6.0,0.0,26.0,33.0
Friday,June,0.0,6.0,8.0,0.0,8.0,14.0,1.0,32.0,45.0
Saturday,June,1.0,10.0,4.0,0.0,15.0,14.0,1.0,35.0,39.0
Sunday,June,0.0,12.0,6.0,0.0,12.0,6.0,3.0,31.0,28.0
Monday,June,0.0,6.0,11.0,0.0,8.0,7.0,0.0,22.0,50.0
Tuesday,June,0.0,9.0,7.0,0.0,4.0,12.0,0.0,23.0,38.0
Wednesday,June,1.0,8.0,16.0,2.0,6.0,14.0,0.0,22.0,45.0
Thursday,June,0.0,7.0,8.0,0.0,11.0,19.0,1.0,26.0,52.0
Friday,June,1.0,14.0,13.0,0.0,11.0,9.0,1.0,37.0,53.0
Saturday,June,0.0,11.0,10.0,2.0,9.0,14.0,2.0,36.0,53.0
Sunday,June,0.0,6.0,6.0,0.0,11.0,16.0,0.0,40.0,42.0
Monday,June,0.0,13.0,13.0,1.0,11.0,8.0,0.0,23.0,55.0
Tuesday,June,0.0,6.0,10.0,0.0,10.0,14.0,1.0,23.0,50.0
Wednesday,June,1.0,8.0,10.0,0.0,8.0,13.0,0.0,31.0,39.0
Thursday,June,0.0,8.0,15.0,0.0,7.0,5.0,2.0,27.0,44.0
Friday,June,0.0,8.0,12.0,1.0,9.0,11.0,0.0,36.0,45.0
Saturday,June,0.0,12.0,10.0,0.0,13.0,14.0,1.0,25.0,37.0
Sunday,June,0.0,13.0,4.0,1.0,5.0,18.0,0.0,34.0,26.0
