DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
Friday,July,0.0,7.0,7.0,0.0,15.0,16.0,0.0,39.0,46.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Saturday,July,0.0,11.0,7.0,0.0,15.0,13.0,1.0,42.0,44.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Sunday,July,0.0,11.0,9.0,3.0,11.0,6.0,2.0,35.0,40.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Monday,July,0.0,7.0,10.0,0.0,14.0,8.0,1.0,29.0,37.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Tuesday,July,0.0,6.0,16.0,0.0,7.0,9.0,2.0,26.0,65.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Wednesday,July,0.0,6.0,9.0,0.0,14.0,8.0,2.0,20.0,42.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Thursday,July,0.0,5.0,13.0,0.0,15.0,10.0,2.0,27.0,67.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Friday,July,0.0,6.0,14.0,0.0,13.0,15.0,0.0,34.0,57.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Saturday,July,0.0,12.0,7.0,0.0,18.0,10.0,0.0,41.0,43.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Sunday,July,1.0,9.0,12.0,1.0,9.0,14.0,3.0,31.0,41.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Monday,July,1.0,7.0,12.0,0.0,9.0,7.0,0.0,29.0,52.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Tuesday,July,0.0,5.0,16.0,0.0,6.0,10.0,2.0,40.0,45.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Wednesday,July,0.0,3.0,11.0,0.0,13.0,8.0,0.0,29.0,50.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Thursday,July,0.0,6.0,13.0,0.0,13.0,11.0,0.0,24.0,56.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Friday,July,0.0,7.0,15.0,0.0,11.0,9.0,0.0,40.0,44.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Saturday,July,0.0,16.0,6.0,1.0,10.0,4.0,3.0,47.0,54.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Sunday,July,0.0,17.0,6.0,1.0,12.0,6.0,1.0,36.0,48.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Monday,July,0.0,6.0,15.0,0.0,6.0,9.0,0.0,26.0,55.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Tuesday,July,1.0,9.0,12.0,0.0,7.0,9.0,0.0,38.0,54.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Wednesday,July,1.0,6.0,8.0,0.0,17.0,6.0,1.0,40.0,52.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Thursday,July,0.0,5.0,12.0,1.0,14.0,12.0,1.0,26.0,65.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Friday,August,0.0,1.0,12.0,0.0,6.0,15.0,0.0,36.0,62.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Saturday,August,0.0,6.0,9.0,0.0,12.0,11.0,0.0,44.0,44.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Sunday,August,1.0,9.0,7.0,0.0,10.0,12.0,3.0,34.0,28.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Monday,August,1.0,5.0,9.0,0.0,8.0,7.0,1.0,30.0,44.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Tuesday,August,0.0,11.0,9.0,0.0,7.0,7.0,0.0,26.0,55.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Wednesday,August,0.0,10.0,13.0,0.0,13.0,9.0,1.0,38.0,56.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Thursday,August,1.0,6.0,7.0,0.0,11.0,10.0,1.0,32.0,46.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Friday,August,0.0,6.0,14.0,1.0,15.0,6.0,0.0,34.0,67.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Saturday,August,0.0,15.0,10.0,0.0,10.0,10.0,0.0,27.0,43.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Sunday,August,0.0,7.0,9.0,0.0,11.0,14.0,0.0,40.0,41.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Monday,August,0.0,7.0,8.0,0.0,3.0,10.0,1.0,30.0,51.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Tuesday,August,0.0,7.0,11.0,0.0,13.0,9.0,0.0,34.0,48.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Wednesday,August,0.0,6.0,8.0,1.0,3.0,5.0,0.0,31.0,42.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Thursday,August,0.0,6.0,8.0,0.0,7.0,8.0,0.0,34.0,42.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Friday,August,0.0,9.0,6.0,0.0,11.0,6.0,2.0,38.0,53.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Saturday,August,0.0,19.0,14.0,0.0,11.0,8.0,1.0,51.0,45.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Sunday,August,0.0,9.0,10.0,0.0,18.0,12.0,2.0,32.0,38.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Monday,August,0.0,8.0,17.0,0.0,13.0,8.0,1.0,29.0,53.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Tuesday,August,0.0,5.0,21.0,0.0,11.0,7.0,0.0,41.0,50.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Wednesday,August,0.0,7.0,13.0,0.0,15.0,10.0,1.0,31.0,47.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Thursday,August,0.0,9.0,16.0,0.0,12.0,14.0,1.0,34.0,54.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Friday,August,0.0,5.0,19.0,0.0,14.0,5.0,3.0,48.0,53.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Saturday,August,0.0,9.0,10.0,0.0,14.0,14.0,3.0,44.0,52.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Sunday,August,0.0,10.0,10.0,0.0,10.0,15.0,1.0,31.0,35.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Monday,August,0.0,7.0,13.0,0.0,7.0,14.0,3.0,30.0,49.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Tuesday,August,0.0,4.0,9.0,0.0,6.0,15.0,1.0,32.0,46.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Wednesday,August,0.0,5.0,11.0,0.0,6.0,11.0,0.0,24.0,55.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Thursday,August,0.0,9.0,15.0,0.0,7.0,9.0,0.0,33.0,55.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Friday,August,0.0,12.0,11.0,0.0,6.0,13.0,1.0,31.0,57.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Saturday,August,1.0,11.0,8.0,0.0,14.0,12.0,1.0,36.0,49.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Sunday,August,0.0,6.0,10.0,1.0,7.0,12.0,2.0,39.0,47.0,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,217","3,104,205","169,012",5.2,11.0,47900.0
Monday,September,0.0,12.0,10.0,0.0,8.0,10.0,0.0,32.0,46.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Tuesday,September,0.0,4.0,14.0,0.0,9.0,10.0,1.0,32.0,32.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Wednesday,September,1.0,6.0,13.0,0.0,10.0,12.0,0.0,28.0,46.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Thursday,September,0.0,8.0,7.0,0.0,8.0,9.0,0.0,41.0,38.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Friday,September,0.0,10.0,17.0,0.0,12.0,6.0,0.0,29.0,53.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Saturday,September,0.0,10.0,11.0,0.0,15.0,17.0,0.0,42.0,37.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Sunday,September,0.0,11.0,7.0,1.0,12.0,17.0,0.0,20.0,34.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Monday,September,0.0,6.0,8.0,0.0,10.0,9.0,4.0,23.0,53.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Tuesday,September,1.0,4.0,12.0,1.0,12.0,10.0,1.0,32.0,48.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Wednesday,September,0.0,9.0,13.0,0.0,6.0,4.0,0.0,25.0,50.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Thursday,September,0.0,5.0,10.0,1.0,6.0,7.0,1.0,24.0,45.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Friday,September,0.0,6.0,17.0,0.0,12.0,9.0,0.0,30.0,45.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Saturday,September,0.0,13.0,4.0,1.0,13.0,8.0,3.0,35.0,43.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Sunday,September,0.0,9.0,5.0,1.0,8.0,8.0,0.0,41.0,31.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Monday,September,0.0,10.0,10.0,0.0,12.0,5.0,1.0,27.0,47.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Tuesday,September,0.0,7.0,13.0,0.0,14.0,4.0,1.0,43.0,46.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Wednesday,September,0.0,4.0,13.0,0.0,12.0,5.0,2.0,30.0,46.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Thursday,September,0.0,6.0,12.0,0.0,7.0,6.0,0.0,38.0,43.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Friday,September,0.0,7.0,15.0,0.0,10.0,13.0,0.0,48.0,57.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Saturday,September,0.0,11.0,11.0,1.0,11.0,10.0,1.0,49.0,48.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Sunday,September,0.0,11.0,4.0,0.0,6.0,9.0,2.0,31.0,42.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Monday,September,0.0,12.0,11.0,0.0,10.0,14.0,0.0,40.0,62.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Tuesday,September,0.0,7.0,12.0,0.0,11.0,10.0,0.0,37.0,62.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Wednesday,September,0.0,5.0,13.0,0.0,6.0,8.0,0.0,45.0,61.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Thursday,September,0.0,13.0,11.0,0.0,6.0,9.0,1.0,31.0,47.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Friday,September,0.0,11.0,13.0,0.0,11.0,10.0,1.0,41.0,53.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Saturday,September,0.0,6.0,6.0,0.0,15.0,12.0,2.0,64.0,41.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Sunday,September,0.0,7.0,8.0,0.0,11.0,14.0,1.0,41.0,51.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Monday,September,0.0,3.0,13.0,0.0,19.0,12.0,0.0,41.0,53.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Tuesday,September,0.0,4.0,7.0,0.0,9.0,8.0,0.0,49.0,47.0,9,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,274,790","3,109,566","165,224",5.0,11.0,47900.0
Wednesday,October,0.0,8.0,9.0,1.0,7.0,6.0,2.0,31.0,46.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Thursday,October,0.0,4.0,13.0,0.0,6.0,14.0,0.0,24.0,46.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Friday,October,0.0,8.0,15.0,1.0,16.0,12.0,1.0,37.0,44.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Saturday,October,1.0,7.0,6.0,0.0,16.0,9.0,1.0,38.0,33.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Sunday,October,0.0,12.0,8.0,0.0,11.0,15.0,0.0,31.0,33.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Monday,October,0.0,8.0,10.0,0.0,10.0,10.0,0.0,24.0,35.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Tuesday,October,0.0,5.0,12.0,1.0,12.0,4.0,3.0,29.0,49.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Wednesday,October,0.0,8.0,13.0,0.0,12.0,18.0,0.0,28.0,42.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Thursday,October,0.0,10.0,13.0,0.0,14.0,10.0,1.0,41.0,45.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Friday,October,0.0,11.0,16.0,2.0,12.0,10.0,2.0,38.0,35.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Saturday,October,0.0,8.0,5.0,0.0,11.0,6.0,1.0,31.0,43.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Sunday,October,0.0,7.0,8.0,0.0,16.0,20.0,2.0,41.0,39.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Monday,October,0.0,6.0,4.0,0.0,6.0,14.0,0.0,61.0,42.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Tuesday,October,0.0,8.0,24.0,0.0,10.0,8.0,3.0,34.0,45.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Wednesday,October,0.0,5.0,9.0,0.0,8.0,7.0,1.0,40.0,35.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Thursday,October,0.0,4.0,11.0,0.0,10.0,10.0,2.0,28.0,49.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Friday,October,0.0,7.0,13.0,0.0,15.0,15.0,1.0,45.0,51.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Saturday,October,0.0,8.0,13.0,0.0,12.0,17.0,1.0,53.0,53.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Sunday,October,0.0,7.0,5.0,0.0,11.0,18.0,4.0,43.0,33.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Monday,October,0.0,7.0,12.0,1.0,11.0,11.0,0.0,31.0,41.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Tuesday,October,0.0,5.0,16.0,0.0,5.0,16.0,2.0,30.0,53.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Wednesday,October,0.0,8.0,20.0,0.0,13.0,15.0,2.0,28.0,46.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Thursday,October,0.0,5.0,19.0,0.0,16.0,10.0,1.0,42.0,53.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Friday,October,0.0,5.0,11.0,0.0,6.0,16.0,2.0,61.0,44.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Saturday,October,0.0,9.0,8.0,1.0,12.0,11.0,0.0,42.0,41.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Sunday,October,0.0,6.0,4.0,0.0,8.0,20.0,4.0,39.0,45.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Monday,October,0.0,9.0,14.0,0.0,10.0,16.0,1.0,35.0,49.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Tuesday,October,0.0,8.0,16.0,0.0,10.0,7.0,0.0,22.0,41.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Wednesday,October,0.0,2.0,13.0,2.0,6.0,12.0,1.0,28.0,52.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Thursday,October,0.0,9.0,12.0,0.0,8.0,22.0,0.0,37.0,52.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Friday,October,0.0,12.0,13.0,0.0,9.0,20.0,0.0,33.0,52.0,10,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,800","3,116,777","162,023",4.9,11.0,47900.0
Saturday,November,0.0,11.0,4.0,0.0,3.0,10.0,0.0,47.0,49.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Sunday,November,0.0,7.0,5.0,1.0,11.0,9.0,1.0,45.0,28.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Monday,November,1.0,4.0,13.0,0.0,9.0,12.0,0.0,36.0,40.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Tuesday,November,0.0,8.0,14.0,0.0,8.0,12.0,0.0,42.0,42.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Wednesday,November,0.0,9.0,17.0,0.0,4.0,10.0,0.0,21.0,34.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Thursday,November,0.0,9.0,10.0,0.0,11.0,7.0,3.0,38.0,48.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Friday,November,0.0,7.0,10.0,0.0,17.0,12.0,0.0,49.0,42.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Saturday,November,0.0,6.0,5.0,0.0,10.0,7.0,1.0,39.0,45.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Sunday,November,0.0,7.0,5.0,0.0,13.0,12.0,2.0,30.0,38.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Monday,November,1.0,7.0,6.0,0.0,5.0,7.0,0.0,25.0,54.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Tuesday,November,0.0,8.0,7.0,0.0,8.0,9.0,1.0,19.0,37.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Wednesday,November,0.0,7.0,11.0,0.0,9.0,6.0,1.0,22.0,49.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Thursday,November,0.0,4.0,7.0,1.0,6.0,4.0,0.0,40.0,33.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Friday,November,0.0,5.0,12.0,0.0,11.0,10.0,0.0,48.0,49.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
Saturday,November,0.0,9.0,8.0,0.0,17.0,14.0,0.0,49.0,50.0,11,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,278,437","3,118,692","159,745",4.9,11.0,47900.0
