DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
Tuesday,January,0.0,1.0,1.0,1.0,9.0,11.0,1.0,31.0,37.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Wednesday,January,1.0,4.0,5.0,0.0,8.0,10.0,0.0,23.0,37.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Thursday,January,0.0,5.0,4.0,0.0,7.0,11.0,0.0,23.0,28.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Friday,January,0.0,8.0,8.0,2.0,4.0,10.0,0.0,39.0,49.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Saturday,January,0.0,6.0,4.0,0.0,4.0,9.0,0.0,36.0,30.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Sunday,January,0.0,3.0,6.0,1.0,6.0,9.0,1.0,21.0,37.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Monday,January,0.0,8.0,4.0,0.0,4.0,13.0,0.0,23.0,55.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Tuesday,January,0.0,5.0,5.0,0.0,13.0,14.0,1.0,26.0,30.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Wednesday,January,0.0,7.0,6.0,0.0,8.0,13.0,1.0,22.0,35.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Thursday,January,0.0,3.0,2.0,0.0,8.0,16.0,0.0,21.0,42.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Friday,January,0.0,7.0,10.0,0.0,9.0,8.0,1.0,47.0,37.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Saturday,January,0.0,7.0,4.0,0.0,8.0,7.0,2.0,41.0,40.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Sunday,January,0.0,9.0,4.0,0.0,4.0,15.0,0.0,24.0,25.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Monday,January,0.0,5.0,3.0,0.0,8.0,5.0,1.0,14.0,32.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Tuesday,January,0.0,7.0,7.0,0.0,5.0,10.0,0.0,26.0,34.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Wednesday,January,0.0,4.0,4.0,1.0,4.0,9.0,0.0,13.0,36.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Thursday,January,0.0,4.0,7.0,1.0,6.0,7.0,1.0,36.0,33.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Friday,January,0.0,7.0,7.0,1.0,8.0,4.0,1.0,12.0,23.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Saturday,January,0.0,5.0,2.0,1.0,6.0,2.0,0.0,3.0,9.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Sunday,January,0.0,8.0,5.0,0.0,2.0,4.0,1.0,4.0,14.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Monday,January,0.0,8.0,0.0,0.0,0.0,7.0,2.0,4.0,15.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Tuesday,January,0.0,6.0,2.0,0.0,2.0,14.0,1.0,9.0,28.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Wednesday,January,0.0,5.0,3.0,1.0,4.0,10.0,2.0,16.0,32.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Thursday,January,0.0,5.0,10.0,0.0,3.0,8.0,0.0,23.0,29.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Friday,January,0.0,7.0,9.0,0.0,8.0,3.0,0.0,33.0,32.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Saturday,January,0.0,4.0,6.0,0.0,4.0,13.0,2.0,41.0,24.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Sunday,January,0.0,6.0,3.0,1.0,7.0,15.0,1.0,23.0,21.0,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
Monday,February,0.0,6.0,2.0,0.0,6.0,10.0,1.0,19.0,42.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Tuesday,February,0.0,6.0,10.0,0.0,6.0,13.0,1.0,19.0,34.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Wednesday,February,0.0,5.0,2.0,0.0,8.0,5.0,3.0,31.0,24.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Thursday,February,0.0,1.0,7.0,0.0,3.0,6.0,0.0,23.0,29.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Friday,February,0.0,7.0,7.0,0.0,4.0,6.0,1.0,34.0,39.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Saturday,February,0.0,9.0,2.0,0.0,7.0,11.0,1.0,36.0,27.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Sunday,February,0.0,2.0,1.0,0.0,10.0,4.0,1.0,23.0,18.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Monday,February,0.0,6.0,3.0,0.0,9.0,7.0,1.0,39.0,37.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Tuesday,February,0.0,4.0,2.0,1.0,6.0,9.0,2.0,24.0,29.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Wednesday,February,0.0,6.0,2.0,1.0,3.0,7.0,0.0,35.0,30.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Thursday,February,0.0,4.0,7.0,0.0,4.0,3.0,1.0,18.0,31.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Friday,February,0.0,5.0,3.0,0.0,7.0,6.0,1.0,26.0,30.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Saturday,February,0.0,2.0,3.0,0.0,5.0,6.0,1.0,14.0,20.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Sunday,February,0.0,3.0,1.0,0.0,7.0,8.0,1.0,16.0,25.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Monday,February,0.0,5.0,2.0,0.0,3.0,6.0,2.0,20.0,19.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Tuesday,February,0.0,5.0,4.0,0.0,1.0,9.0,0.0,21.0,32.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Wednesday,February,0.0,7.0,5.0,0.0,6.0,4.0,0.0,37.0,35.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Thursday,February,1.0,7.0,8.0,2.0,5.0,16.0,0.0,23.0,29.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Friday,February,0.0,6.0,3.0,2.0,3.0,4.0,0.0,26.0,41.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Saturday,February,0.0,5.0,4.0,0.0,3.0,13.0,0.0,35.0,34.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Sunday,February,0.0,6.0,5.0,0.0,5.0,13.0,2.0,27.0,29.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Monday,February,0.0,4.0,3.0,1.0,7.0,8.0,0.0,29.0,42.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Tuesday,February,0.0,8.0,6.0,0.0,4.0,10.0,0.0,39.0,23.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Wednesday,February,0.0,2.0,6.0,1.0,6.0,11.0,0.0,37.0,28.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Thursday,February,0.0,4.0,6.0,0.0,7.0,8.0,1.0,39.0,38.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Friday,February,0.0,7.0,6.0,0.0,7.0,8.0,1.0,30.0,41.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Saturday,February,0.0,7.0,3.0,0.0,3.0,8.0,2.0,25.0,46.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Sunday,February,0.0,6.0,3.0,0.0,6.0,6.0,0.0,24.0,29.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Monday,February,1.0,8.0,3.0,1.0,5.0,5.0,0.0,29.0,29.0,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
Tuesday,March,0.0,4.0,3.0,1.0,3.0,11.0,1.0,37.0,28.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Wednesday,March,0.0,4.0,4.0,0.0,6.0,2.0,0.0,40.0,38.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Thursday,March,0.0,5.0,6.0,0.0,1.0,9.0,0.0,18.0,31.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Friday,March,0.0,8.0,7.0,1.0,6.0,9.0,2.0,26.0,41.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Saturday,March,0.0,7.0,7.0,0.0,6.0,6.0,1.0,28.0,30.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Sunday,March,0.0,4.0,3.0,1.0,1.0,9.0,1.0,28.0,27.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Monday,March,0.0,5.0,7.0,0.0,10.0,4.0,1.0,40.0,50.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Tuesday,March,0.0,3.0,4.0,0.0,6.0,9.0,0.0,21.0,40.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Wednesday,March,0.0,6.0,1.0,2.0,9.0,2.0,3.0,28.0,26.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Thursday,March,0.0,9.0,2.0,0.0,6.0,10.0,0.0,15.0,34.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Friday,March,0.0,7.0,5.0,1.0,7.0,15.0,0.0,32.0,30.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Saturday,March,0.0,6.0,4.0,0.0,3.0,4.0,0.0,28.0,42.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Sunday,March,0.0,9.0,6.0,0.0,5.0,6.0,2.0,21.0,27.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Monday,March,0.0,4.0,2.0,0.0,4.0,6.0,1.0,30.0,52.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Tuesday,March,0.0,7.0,6.0,0.0,11.0,6.0,0.0,27.0,52.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Wednesday,March,0.0,7.0,5.0,1.0,5.0,2.0,2.0,31.0,41.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Thursday,March,0.0,3.0,8.0,0.0,11.0,7.0,1.0,21.0,37.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Friday,March,0.0,8.0,6.0,0.0,10.0,7.0,2.0,30.0,51.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Saturday,March,0.0,6.0,4.0,0.0,8.0,9.0,2.0,28.0,44.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Sunday,March,0.0,5.0,0.0,0.0,0.0,9.0,2.0,26.0,28.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Monday,March,0.0,8.0,8.0,0.0,5.0,9.0,0.0,36.0,42.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Tuesday,March,0.0,4.0,2.0,1.0,4.0,2.0,0.0,31.0,41.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Wednesday,March,0.0,6.0,5.0,0.0,9.0,7.0,0.0,27.0,37.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Thursday,March,0.0,11.0,6.0,1.0,6.0,6.0,0.0,37.0,32.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Friday,March,0.0,7.0,7.0,0.0,8.0,6.0,0.0,28.0,45.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Saturday,March,0.0,10.0,5.0,1.0,7.0,9.0,1.0,49.0,46.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Sunday,March,0.0,7.0,0.0,0.0,6.0,6.0,2.0,31.0,29.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Monday,March,0.0,6.0,8.0,0.0,3.0,4.0,0.0,33.0,46.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Tuesday,March,0.0,6.0,6.0,0.0,4.0,7.0,0.0,27.0,48.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Wednesday,March,0.0,9.0,12.0,0.0,8.0,12.0,0.0,34.0,43.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Thursday,March,0.0,4.0,9.0,0.0,8.0,4.0,1.0,29.0,29.0,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
Friday,April,0.0,8.0,8.0,0.0,4.0,5.0,2.0,32.0,42.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Saturday,April,0.0,5.0,9.0,0.0,6.0,7.0,1.0,32.0,49.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Sunday,April,0.0,13.0,4.0,0.0,4.0,9.0,2.0,34.0,24.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Monday,April,0.0,3.0,9.0,0.0,5.0,9.0,2.0,22.0,38.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Tuesday,April,0.0,6.0,1.0,0.0,6.0,4.0,0.0,24.0,36.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Wednesday,April,0.0,6.0,5.0,0.0,4.0,7.0,1.0,31.0,28.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Thursday,April,0.0,3.0,8.0,0.0,5.0,6.0,0.0,35.0,22.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Friday,April,0.0,8.0,7.0,0.0,3.0,8.0,0.0,26.0,42.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Saturday,April,0.0,6.0,9.0,0.0,4.0,9.0,3.0,32.0,47.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Sunday,April,0.0,7.0,5.0,0.0,10.0,10.0,0.0,32.0,32.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Monday,April,0.0,7.0,4.0,1.0,8.0,7.0,2.0,32.0,44.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Tuesday,April,0.0,3.0,3.0,0.0,8.0,9.0,2.0,35.0,36.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Wednesday,April,0.0,10.0,7.0,0.0,5.0,13.0,0.0,24.0,35.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Thursday,April,0.0,9.0,0.0,0.0,3.0,11.0,0.0,30.0,37.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Friday,April,0.0,6.0,6.0,1.0,13.0,12.0,0.0,49.0,40.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Saturday,April,0.0,8.0,6.0,0.0,6.0,5.0,1.0,48.0,31.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Sunday,April,0.0,4.0,5.0,1.0,8.0,5.0,3.0,35.0,40.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Monday,April,0.0,6.0,5.0,0.0,9.0,11.0,1.0,38.0,43.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Tuesday,April,0.0,7.0,9.0,0.0,11.0,10.0,0.0,35.0,47.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Wednesday,April,0.0,9.0,8.0,0.0,11.0,5.0,0.0,30.0,41.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Thursday,April,0.0,7.0,5.0,1.0,4.0,11.0,0.0,33.0,27.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Friday,April,0.0,12.0,9.0,1.0,6.0,6.0,2.0,51.0,46.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Saturday,April,0.0,9.0,5.0,2.0,5.0,6.0,0.0,35.0,32.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Sunday,April,0.0,5.0,5.0,0.0,5.0,8.0,2.0,27.0,33.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Monday,April,0.0,2.0,13.0,0.0,5.0,9.0,0.0,22.0,46.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Tuesday,April,0.0,6.0,14.0,0.0,10.0,10.0,0.0,20.0,39.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Wednesday,April,0.0,3.0,3.0,0.0,4.0,9.0,0.0,39.0,30.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Thursday,April,0.0,6.0,3.0,0.0,5.0,5.0,0.0,37.0,43.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Friday,April,0.0,5.0,10.0,0.0,6.0,7.0,2.0,21.0,36.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Saturday,April,0.0,12.0,8.0,1.0,13.0,3.0,0.0,27.0,25.0,4,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,301,056","3,174,170","126,886",3.8,11.0,47900.0
Sunday,May,0.0,6.0,6.0,0.0,9.0,10.0,1.0,34.0,32.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Monday,May,0.0,8.0,4.0,0.0,4.0,12.0,0.0,26.0,30.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Tuesday,May,0.0,3.0,9.0,2.0,10.0,8.0,1.0,36.0,33.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Wednesday,May,0.0,8.0,10.0,0.0,3.0,4.0,0.0,29.0,29.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Thursday,May,0.0,7.0,7.0,0.0,13.0,8.0,0.0,39.0,45.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Friday,May,0.0,7.0,8.0,0.0,12.0,17.0,0.0,41.0,28.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Saturday,May,0.0,9.0,5.0,0.0,5.0,13.0,1.0,32.0,29.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Sunday,May,0.0,16.0,4.0,3.0,6.0,12.0,2.0,35.0,38.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Monday,May,0.0,8.0,4.0,0.0,4.0,12.0,1.0,35.0,29.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Tuesday,May,0.0,4.0,9.0,1.0,6.0,4.0,0.0,27.0,34.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
Wednesday,May,0.0,7.0,9.0,0.0,7.0,3.0,0.0,30.0,41.0,5,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,287,104","3,168,295","118,809",3.6,11.0,47900.0
